,IMDb-rating,appropriate_for,director,downloads,id,industry,language,posted_date,release_date,run_time,storyline,title,views,writer
2614,7.1,TV-G,Dustin Rikert,496,352023,Hollywood / English,English,"15 Nov, 2021",Nov 06 2021,84,Angie is determined to spend Christmas alone but her usual commuter ride turns into a Christmas train that drops her off in her home town in 2011.,"A Holiday in Harlem (Next Stop, Christmas)","7,468","Samantha DiPippo, Andrew Gernhard, Christy O'Connor"
2615,6.9,TV-G,Fred Gerber,128,352022,Hollywood / English,English,"15 Nov, 2021",Nov 06 2021,84,"A woman whose fiancé is killed during the Christmas season gets to know the carpenter she hired to finish their new home so she can sell it. Meanwhile, a text she sent to her fiancé's old number pouring out her grief is answered.

Nicole suffers a tragic loss and in her grief she hires a carpenter to remodel a house she plans to sell. In the tradition of The Good Od Summertime, The Shop Around the Corner and You've Got Mail, she finds herself texting with an individual who helps her with her grief.",The Christmas Promise,"2,248",Kathy Kloves
2616,5.9,TV-G,Michael Robison,69,352021,Hollywood / English,English,"15 Nov, 2021",Nov 07 2021,84,"Lou and Kyle met in the Pine Grove, they both have doubts about their future, but the magic of the holiday season and the connection they have, helps each of their journeys.",A Christmas Treasure,"1,295","Judith Berg, Sandra Berg, Jennifer Notas Shapiro"
2617,6,R,Rodo Sayagues,"15,733",348164,Hollywood / English,English,"17 Aug, 2021",Aug 13 2021,98,"The sequel is set in the years following the initial deadly home invasion, where Norman Nordstrom (Stephen Lang) lives in quiet solace until his past sins catch up to him.

Hiding out for years in an isolated cabin, Norman Nordstrom has taken in and raised a young girl orphaned from a house fire. Their quiet existence is shattered when a group of kidnappers show up and take the girl, forcing Norman to leave his safe haven to save her.",Don't Breathe 2,"59,520","Fede Alvarez, Rodo Sayagues"
2618,6.9,PG,Joel Crawford,"42,024",336808,Anime / Kids,English,"28 Nov, 2020",Nov 25 2020,95,"The prehistoric family the Croods are challenged by a rival family the Bettermans, who claim to be better and  evolved.

Still searching for a place to settle down after the cataclysmic events of The Croods (2013), the overprotective prehistoric patriarch, Grug, leads his family to the great unknown. Hoping for the best in an increasingly dangerous world, while trying to come to terms with Eep and Guy's budding romance, Grug stumbles upon a secluded Eden of plenty, containing everything that they have been seeking. However, there is a catch. This verdant heaven on Earth is already occupied by the significantly  evolved Bettermans: Phil, Hope, and their daughter, Dawn. Now, as tensions boil over between the antagonistic clans, a new menace threatens the future of both families. Can the Croods and the Bettermans put aside their differences to fight the common enemy, and live to tell the tale?",The Croods: A New Age,"169,142","Kevin Hageman, Dan Hageman, Paul Fisher"
2619,7.6,,,"4,079",352020,Tollywood,Telugu,"15 Nov, 2021",Aug 06 2021,120,"Three people who are apparently deaf, dumb and blind each, go to the police station with a few clues regarding the murders. Will the police catch the killers?",Mugguru Monagallu,"17,870",
2620,6.3,PG-13,Rawson Marshall Thurber,"60,530",351945,Hollywood / English,"English,Russian,Italian,Spanish,Indonesian","13 Nov, 2021",Nov 12 2021,118,"An Interpol agent tracks the world's most wanted art thief.

When an Interpol-issued Red Notice the highest level warrant to hunt and capture the world's most wanted goes out, the FBI's top profiler John Hartley (Dwayne Johnson) is on the case. His global pursuit finds him smack dab in the middle of a daring heist where he's forced to partner with the world's greatest art thief Nolan Booth (Ryan Reynolds) in order to catch the world's most wanted art thief, ""The Bishop"" (Gal Gadot). The high-flying adventure that ensues takes the trio around the world, across the dance floor, trapped in a secluded prison, into the jungle and, worst of all for them, constantly into each other's company.",Red Notice,"181,645",Rawson Marshall Thurber
2621,7.4,PG-13,Destin Cretton,"69,312",348808,Hollywood / English,"English,Mandarin","03 Sep, 2021",Sep 02 2021,132,"Shang-Chi, the master of weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization.",Shang-Chi And The Legend Of The Ten Rings,"226,430","Dave Callaham, Destin Cretton, Andrew Lanham"
2622,3.6,PG,Dan Mazer,"7,216",351942,Hollywood / English,English,"13 Nov, 2021",Nov 12 2021,93,"A married couple tries to steal back a valuable heirloom from a troublesome kid.

Max Mercer, a mischievous and resourceful young boy, has been left behind while his family is in Japan for the holidays. So when a married couple attempting to retrieve a priceless heirloom sets their sights on the Mercer family's home, it is up to Max to protect it from the trespassers, and he will do whatever it takes to keep them out. The reboot promises hilarious hijinks of epic proportions, and despite the absolute chaos, Max eventually comes to realize that there really is no place like home sweet home.",Home Sweet Home Alone,"25,619","Mikey Day, Streeter Seidell, John Hughes"
2623,5.2,,Danis Goulet,"2,135",351941,Hollywood / English,"English,Cree","13 Nov, 2021",Oct 08 2021,101,A mother joins an underground band of vigilantes to try to rescue her daughter from a state-run institution.,Night Raiders,"20,710",Danis Goulet
2624,3.9,,"Kathryn Michelle, Elizabeta Vidovic",584,351940,Hollywood / English,English,"13 Nov, 2021",Nov 12 2021,84,"Hana spends twenty years suppressing a maleficent curse that was placed upon her bloodline, only to have a family member knowingly release it forcing her to kill or to be killed.",The Accursed,"7,954","Kathryn Michelle, Elizabeta Vidovic"
2625,4.3,Not Rated,Colin West,583,351939,Hollywood / English,English,"13 Nov, 2021",Nov 12 2021,71,A young woman's ghost investigates the mysterious events that led to her own murder.,Double Walker,"7,310","Sylvie Mix, Colin West"
2626,5.6,,R.J. Hemant,"6,308",351938,Tollywood,"Telugu,Kannada","13 Nov, 2021",Oct 01 2021,75,"After losing their jobs, a couple is traveling in search of work. Their car breaks down and a family asks them to have lunch. Will they make it out of there alive?",The Rose Villa,"32,222","R.J. Hemant, Akanksha Rathore"
2627,6.8,,Vikram Thori,"2,971",351937,Punjabi,Punjabi,"13 Nov, 2021",Sep 17 2021,117,"A man hides from the world by committing a crime, but nature is always a witness to a crime.",Thana Sadar,"19,770",
2628,8.1,,Derek Bauer,570,351872,Hollywood / English,English,"12 Nov, 2021",Jan 01 1970,96,"A former Smokejumper has to face his scorched past when called to ride his motorcycle a thousand miles across Montana with his estranged teenage daughter.

Veteran smokejumper Jack Elliot fells trees on a steep mountain slope high in the Montana wilderness. He's one of a five-man crew harvesting beetle-infested pines. It's a long road from the frenetic lifestyle of a smokejumper, but after losing most of his unit in a runaway backcountry fire, the tranquility of a quiet wood is a welcomed peace. His phone rings. Jack's estranged ex-wife can't pick up their teenage daughter from camp in Wyoming. After the fire, Jack lost himself, and consequently lost his family. He hasn't seen either of them in five years. Hesitant at first, he agrees. When Jack arrives at SkyCamp, it's not exactly what he was expecting. He pulls in on his '98 Wide Glide, sleeping bags latched to the back, eating the dust of a black G-Wagon. When Hanna sees her Dad, out in the middle of nowhere, atop a twenty year old Harley, it's not exactly what she'd had in mind, either. Reluctantly she gets on. Over the next four days, we watch these two strangers battle as they ride across the wild Montana landscape and sleep beneath her bounty of stars. Watching his baby grow into a woman, and seeing her hero shrink to a man, a battle that starts off as face to face, slowly becomes back to back. But the mountains, the passersby, and the small seat of a motorcycle can only do so much to bring them together. The rest is up to them.",Two Yellow Lines,"7,060","Derek Bauer, Zac Titus"
2629,5.9,R,,415,351871,Hollywood / English,English,"12 Nov, 2021",Oct 24 2020,104,A gritty love story about a charismatic but down-on-his-luck troubadour living out of cheap motels and making bad decisions.,Hard Luck Love Song,"4,561",
2630,3.8,,"Zack Matthews, Fabio W. Silva",760,351870,Hollywood / English,English,"12 Nov, 2021",Mar 01 2021,87,"A retired Spetsnaz agent relies on his old skills to save his beloved daughter, who has been kidnapped while working in South Beach.",Miami Heat,"6,698","Derek Garrison, Andrej Kukoljac"
2631,2.6,,Dan Levy Dagerman,330,351869,Hollywood / English,English,"12 Nov, 2021",Nov 02 2021,83,An overachieving Latinx woman determined to have a baby on her own terms.,39 Weeks (Single Mother by Choice),"5,363","Selina Ringel, Dan Levy Dagerman"
2632,6.1,R,Neil Jordan,283,371876,Hollywood / English,English,"15 Feb, 2023",Feb 15 2023,110,"In late 1930's Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress.",Marlowe,"3,106","William Monahan, John Banville, Raymond Chandler"
2633,4.7,,Sean Lahiff,"1,455",371943,Hollywood / English,English,"16 Feb, 2023",Dec 01 2022,93,"An
 aspiring documentarian and two conservationists who venture into the 
Outback to record the animals displaced by bushfires where they discover
 a terrifying new species.",Carnifex,"11,701",Shanti Gudgeon
2634,8.1,,Venky Atluri,"1,682",372090,Tollywood,Hindi,"20 Feb, 2023",Feb 17 2023,139,The life of a young man and his struggles against the privatization of education.,Vaathi,"5,327",Venky Atluri
2635,9,,Rohit Dhawan,"13,032",372039,Bollywood / Indian,Hindi,"18 Feb, 2023",Feb 17 2023,142,"Bantu
 is hated by his father Valmiki since he was a toddler. Samara, his boss
 show him affection and love until he discovers that the Jindals are his
 parents. Bantu decides to seek Jindals love and protect them from 
threats they facing.",Shehzada,"36,094","Hussain Dalal, Rohit Dhawan, Trivikram Srinivas"
2636,6.6,TV-14,Simone Stock,761,371877,Hollywood / English,English,"15 Feb, 2023",Feb 11 2023,88,It follows Kara Robinson as she survives an abduction and ultimately brings down a serial killer.,The Girl Who Escaped: The Kara Robinson Story,"7,495",Haley Harris
2637,8.8,,Xavier Manrique,75,371744,Hollywood / English,English,"13 Feb, 2023",Feb 03 2023,101,"Follows
 a New York City family hiding out in the Hamptons whose bubble is 
popped when a Bloody Mary-swilling, pot-smoking 'Charlie' comes to bring
 a lifetime of hurt that might heal them all.",Who Invited Charlie?,"1,736",Nicholas Schutt
2638,5.7,PG-13,Aline Brosh McKenna,"2,715",371760,Hollywood / English,"English,Hindi","13 Feb, 2023",Feb 10 2023,109,"Two
 long-distance best friends change each other's lives when she decides 
to pursue a lifelong dream and he volunteers to keep an eye on her 
teenage son.",Your Place or Mine,"14,710",Aline Brosh McKenna
2639,5,,Bess Wohl,622,371674,Hollywood / English,English,"10 Feb, 2023",Feb 03 2023,93,"The
 tightly scripted world of a vlogger and influencer unravels after she 
becomes a mother, in noted playwright Bess Wohl's feature debut.",Baby Ruby,"9,159",Bess Wohl
2640,5,TV-14,,260,351868,Hollywood / English,English,"12 Nov, 2021",Oct 28 2021,80,A group of college friends receive the surprise of their lives when they discover there is an actual killer on the scene of a local haunted trail.,Haunted Trail,"3,293",
2641,3.3,,Kris Roselli,290,351867,Hollywood / English,English,"12 Nov, 2021",Oct 09 2021,114,"Evading police at a remote farmhouse after fumbling a robbery, four criminals discover that the family living there is not who they appear to be.",Hideout,"4,382",Kris Roselli
2642,4.5,,Nilesh Sahay,"17,604",351866,Bollywood / Indian,Hindi,"12 Nov, 2021",Nov 12 2021,124,"In the course of an action-packed battle royal of elite military forces, a small child forms an emotional bond with the reluctant guardian sent to protect her.

India's National Security Adviser, Nandini Rajput (Pooja Batra), recruits 5½ soldiers to save a child from a war-torn country. The mission turns into a battle-royale when half-a-dozen elite forces from all over the world are vying for the same child.",Squad,"71,221","Shobha Nihalani, Nilesh Sahay"
2643,5.9,PG,Walt Becker,"1,921",351817,Hollywood / English,"English,Spanish,Russian,Mandarin","11 Nov, 2021",Nov 10 2021,96,"A young girl's love for a tiny puppy named Clifford makes the dog grow to an enormous size.

As middle schooler Emily Elizabeth struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend from a magical animal rescuer. When Clifford becomes a gigantic red dog in her New York City apartment and attracts the attention of a genetics company who wish to supersize animals, Emily and her clueless Uncle Casey have to fight the forces of greed as they go on the run across New York City and take a bite out of the Big Apple. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love. Based on the beloved Scholastic character, Clifford will teach the world how to love big.",Clifford the Big Red Dog,"10,258","Jay Scherick, David Ronn, Blaise Hemingway"
2644,3.9,TV-MA,Thabang Moleya,201,351816,Hollywood / English,English,"11 Nov, 2021",Nov 10 2021,99,"Five years later from where we left our characters, again tackling sisterhood and friendship, this time with the inclusion of a new romantic arc.",Happiness Ever After,"2,534",Ayanda Halimana
2645,5.6,,Prarthana Mohan,711,351815,Hollywood / English,English,"11 Nov, 2021",Oct 16 2020,92,"When a bullied Indian teen forges her mother's signature to test out of high school, she discovers she must pay a test fee by the 7th period, leaving her no choice but to turn to the students she desperately wants to leave.",The Miseducation of Bindu,"9,034","Prarthana Mohan, Kay Tuxford"
2646,6.6,PG-13,Rebecca Hall,"1,031",351814,Hollywood / English,English,"11 Nov, 2021",Nov 10 2021,98,"""Passing"" follows the unexpected reunion of two high school friends, whose renewed acquaintance ignites a mutual obsession that threatens both of their carefully constructed realities.

Mixed-race childhood friends reunite in middle class adulthood and become increasingly involved in each other's lives and insecurities. While Irene identifies as African-American and is married to a Black doctor, Clare ""passes"" as white and has married a prejudiced, wealthy white man.",Passing,"9,328","Rebecca Hall, Nella Larsen"
2647,6.6,PG-13,Jaume Collet-Serra,"59,373",347526,Hollywood / English,"English,German,Spanish,Italian,Tupi,French,Portuguese,Latin","31 Jul, 2021",Jul 30 2021,127,"Based on Disneyland's theme park ride where a small riverboat takes a group of travelers through a jungle filled with dangerous animals and reptiles but with a supernatural element.

1916. Dreaming about saving countless lives and having another adventure, the feisty English feminist and doctor of botany, Dr Lily Houghton, embarks on a peril-laden mission to change the world. Along with her fashionable brother, MacGregor, Dr Houghton enlists the help of the arrogant, wisecracking riverboat skipper, Captain Frank Wolff, to guide them through the serpentine Amazon River in La Quila, his swift wooden boat. Now, as the intrepid trio ventures deeper and deeper into the heart of an impenetrable green maze, searching for something that cannot be found, a centuries-old curse and the ruthless aristocrat, Prince Joachim, threaten to put an end to their ambitious plans. And, sooner or later, the jungle always wins. Is it true that the Spanish conquistador, Don Aguirre, was lost in the same God-forsaken part of the world?",Jungle Cruise,"197,181","Michael Green, Glenn Ficarra, John Requa"
2648,3.2,R,,"1,661",351773,Hollywood / English,"English,French","10 Nov, 2021",Apr 29 2021,94,"Branded a traitor by her countrymen, French national Marie DuJardin is rescued by American soldiers on one condition: to survive, she must lead them to a cache of gold hunted by the Nazis, the French resistance, and the Americans alike.",Hell Hath No Fury,"11,830",
2649,6,R,,561,351656,Hollywood / English,English,"08 Nov, 2021",Nov 05 2021,92,"Violet realizes that her entire life is built on fear-based decisions, and must do everything differently to become her true self.",Violet,"6,660",
2650,5.8,,Talia Lugacy,275,351772,Hollywood / English,English,"10 Nov, 2021",Nov 03 2021,112,A ragtag group of veterans in New York deal with the aftermath of war by creating unusual art.,This Is Not a War Story,"4,529","Jan Barry, Kevin Basl, Nathan Lewis"
2651,4.4,,Jaclyn Bethany,497,351771,Hollywood / English,English,"10 Nov, 2021",Nov 08 2021,90,"In rural California, Anna is hosting a New Year's Eve party. Nina, a long-gone friend from high school unexpectedly shows up, bringing out the feelings of Maria. Over the course of the evening, Maria struggles with her feelings and facing the partygoers: a gaggle of eccentric millennials.",Highway 1 (Highway One),"6,958",Jaclyn Bethany
2652,3.4,,James R. Temple,404,351770,Hollywood / English,English,"10 Nov, 2021",Jul 12 2021,56,"Two young women from both sides of the Civil War volunteer as battlefield nurses, facing down scornful commanders and murderous war criminals to accomplish their hazardous duty.

At the height of the Civil War, a fifteen-year-old girl volunteers to become a battlefield nurse -- a vivandière -- with the Confederate army, instantly thrusting her right onto the front lines. She quickly discovers there are horrors beyond what she sees on the battlefield, from guerrilla fighters who kill and loot wounded soldiers and have no qualms about doing the same to her, to the officers of her own regiment, whose cold-blooded wartime calculus makes any promises they offer treacherous and often deadly. But she also finds an unlikely friend and ally - a fellow vivandière with the Union army, her counterpart on the other side. With barely a word exchanged, they discover they share an instinctive code of right and wrong that transcends the causes of the war, and together they will stand up for it with courage, daring, and an unflinching sense of mercy amid massive inhumanity.",Vivandiere,"6,704",James R. Temple
2653,6.9,,"Brent Scott Maze, Derek Maze",418,351729,Hollywood / English,English,"09 Nov, 2021",Nov 05 2021,94,"One traumatic night unravels the life of a retired cycling champ into a nightmarish fever dream of murder, steroid rings, and assassins. Only a renegade detective can help him survive until sunrise.",La Flamme Rouge,"4,560","Brent Scott Maze, Derek Maze"
2654,6.8,,Tracey Deer,153,351728,Hollywood / English,English,"09 Nov, 2021",Mar 30 2021,92,"Based on true events, Tracey Deer's debut feature chronicles the 78-day standoff between two Mohawk communities and government forces in 1990 in Quebec.",Beans,"2,868","Tracey Deer, Meredith Vuchnich"
2655,5.6,,Hannah Marks,75,351727,Hollywood / English,English,"09 Nov, 2021",Jun 10 2021,90,"Newlyweds, reluctantly decide to give ethical non-monogamy a try as their lives get increasingly complicated.","Mark, Mary & Some Other People","1,405",Hannah Marks
2656,5.6,,Christine Weatherup,143,351726,Hollywood / English,English,"09 Nov, 2021",Nov 09 2021,99,"Annie and Tom Clark throw a holiday party every year, ""Clarkmas."" Over the years, it's become the go-to holiday event for their ragtag group of friends. When chronically single Natalie and Logan continue to run into each other at the party year after year, they begin to wonder if maybe they're meant to be together.",You Next Christmas,"2,008",Christine Weatherup
2657,4.6,PG-13,"Mick Davis, Philippe Martinez",89,351725,Hollywood / English,English,"09 Nov, 2021",Nov 07 2021,105,"FATHER CHRISTMAS IS BACK centers around four sisters who have re-united for the Christmas Holiday in a Yorkshire mansion. misunderstandings that uncover the long-buried secret that tore their family apart, so many years ago.

FATHER CHRISTMAS IS BACK is a comedy centered around four very different sisters who have reunited for the Christmas Holiday in Caroline and Peter's Yorkshire mansion. CAROLINE CHRISTMAS-HOPE is a control freak, who desires nothing  than a perfect Christmas to atone for the fact that their father, JAMES, abandoned the whole family on Christmas Day, many years ago. JOANNA CHRISTMAS is a fashion editor, who likes expensive clothes almost as much as she hates the countryside and children. She has brought along her new city boy lover, FELIX for the festivities. VICKY CHRISTMAS is a man eater who changes boyfriends as often as most people change their underwear. PAULINA CHRISTMAS is an introverted music professor who has been writing her PhD thesis on The Beatles for a decade. Also along for the festive rollercoaster ride is their butter-wouldn't-melt mother, ELIZABETH CHRISTMAS; their plain-speaking farmer uncle, JOHN CHRISTMAS; Caroline's long-suffering husband, PETER; and their two children: prepubescent DAISY (12), and chocolate-smothered HENRY (7). The arrival of JAMES, their long-lost father, and his 35-year-old American girlfriend JACKIE ruins Caroline's hope for the perfect Christmas and sets off a series of mishaps, inconveniences and misconstrued misunderstandings that uncover the long-buried secret that tore their family apart, so many years ago.",Father Christmas Is Back,"1,941","Philippe Martinez, Hannah Davis, David Conolly"
2658,5.7,,G. Nageswara Reddy,"15,008",351724,Tollywood,Telugu,"09 Nov, 2021",Sep 17 2021,143,"A young man attempts to balance a new love interest with the expectations of his friends, who expect him to carry on his rowdy ways.",Gully Rowdy,"39,695","Bhanu Bhogavarapu, Kona Venkat, Nandu R.K."
2659,6.8,PG-13,Will Sharpe,502,351032,Hollywood / English,English,"25 Oct, 2021",Nov 05 2021,111,"English artist Louis Wain rises to prominence at the end of the 19th century for his surreal cat paintings that seemed to reflect his declining sanity.

The true story of eccentric British artist Louis Wain (Benedict Cumberbatch), whose playful, psychedelic pictures transformed the public's perception of cats forever. Set in the early 1900s, we follow Wain as he seeks to unlock the ""electrical"" mysteries of the world and, in so doing, to better understand his own life and the profound love he shared with his wife Emily Richardson (Claire Foy).",The Electrical Life of Louis Wain,"9,548","Simon Stephenson, Will Sharpe"
2660,4,R,Kellie Madison,937,351663,Hollywood / English,"English,Italian,Albanian,Portuguese,Spanish,Hindi,Chechen","08 Nov, 2021",Nov 16 2021,89,A woman who is kidnapped and forced to compete in elite underground fights and has to battle her way out to freedom.,Never Back Down: Revolt,"8,347",Audrey Arkins
2661,4.1,,,704,351662,Hollywood / English,English,"08 Nov, 2021",Nov 05 2021,95,"A recent college graduate and her estranged high school friends return to Lantern's Lane, the location of an evil urban legend and must fight to survive the night.",Lantern's Lane,"6,696",
2662,4.7,,Baptiste Rouveure,355,351661,Hollywood / English,English,"08 Nov, 2021",Sep 23 2021,64,"The balance of power between man and animal has changed. In a remote countryside, any encounter with the dominant can become hostile.",Les animaux anonymes (Anonymous Animals),"4,311",Baptiste Rouveure
2663,4.7,TV-MA,Steven R. Monroe,367,351660,Hollywood / English,English,"08 Nov, 2021",Oct 29 2021,91,"A team of paranormal investigators document the haunted Harland Manor, only to find themselves hunted by the ghosts that still dwell there.",Harland Manor,"4,374","Steven R. Monroe, John Thaddeus"
2664,5.8,,Francesco Cinquemani,204,351659,Hollywood / English,English,"08 Nov, 2021",Nov 05 2021,77,Two young kids end up spending Christmas eve alone and they mistake two burglars for Santa,Christmas Thieves,"2,751","Mario Bellina, Ferdinando Dell'Omo, Andrea Fazzini"
2665,6.9,PG-13,Miguel Sapochnik,"4,766",351600,Hollywood / English,English,"06 Nov, 2021",Nov 05 2021,115,"On a post-apocalyptic earth, a robot, built to protect the life of his creator's beloved dog, learns about life, love, friendship and what it means to be human.",Finch,"26,031","Craig Luck, Ivor Powell"
2666,5.6,,James Nunn,"3,191",351598,Hollywood / English,"English,French","06 Nov, 2021",Nov 05 2021,96,"An elite squad of Navy SEAL's, on a covert mission to transport a prisoner off a CIA black site island prison, are trapped when insurgents attack while trying to rescue the same prisoner.",One Shot,"20,242","Jamie Russell, James Nunn"
2667,6.7,,Gaysorn Thavat,329,351597,Hollywood / English,,"06 Nov, 2021",Jun 12 2021,101,A triumph over adversity tale about women fighting their way back from the bottom of society.,The Justice of Bunny King,"6,072","Sophie Henderson, Gregory King, Gaysorn Thavat"
2668,6.3,TV-MA,Hernan Jimenez,"2,556",351596,Hollywood / English,English,"06 Nov, 2021",Nov 05 2021,104,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for the holidays, only to discover that she's been catfished. This lighthearted romantic comedy chronicles her attempt to reel in love.

Hopeless romantic but eternally single LA journalist Natalie (Nina Dobrev) thinks things are beginning to look up when she swipes right on a dreamy guy from the East Coast, Tag (Darren Barnet). Taking a leap of faith she jumps on a flight to surprise her crush for the holidays, only to discover that she's been catfished by Tag's childhood friend who is equally unlucky in love, Josh (Jimmy O. Yang). This lighthearted romantic comedy chronicles her attempt to reel in love.",Love Hard,"12,196","Daniel Mackey, Rebecca Ewing"
2669,6.3,TV-14,Marco Tullio Giordana,"2,451",351595,Hollywood / English,Italian,"06 Nov, 2021",Oct 18 2021,96,A determined prosecutor becomes consumed with the case of a missing 13-year-old and goes to extreme lengths to get to the truth. Based on a real case.,Yara,"18,178","Graziano Diana, Giacomo Martelli"
2670,7.1,TV-14,Vivek Soni,"5,705",351594,Hollywood / English,Hindi,"06 Nov, 2021",Nov 05 2021,140,"Forced to live apart due to a unique job prospect, two newlyweds face the hassles, hiccups - and hilarity - that arise from their long distance marriage.

A young couple Meenakshi and Sundareshwar, enter into an arranged marriage because their first names together make Madurai's famous temple 'Meenakshi Sundareshwar'. However, when a job opportunity exclusively for single men pops up in Bengaluru, Sundareshwar has to leave his hometown and his wife Meenakshi, and pretend to be unmarried. The newlywed couple who barely know each other, struggle with the trials, tribulations, and insecurities of a long-distance relationship.",Meenakshi Sundareshwar,"25,957","Vivek Soni, Aarsh Vora"
2671,6.8,Unrated,,"1,317",350753,Hollywood / English,English,"18 Oct, 2021",Oct 15 2021,93,"A married Hollywood agent receives a mysterious letter for an anonymous sexual encounter and becomes ensnared in a sinister world of lying, infidelity, and digital data.",The Beta Test,"11,617",
2672,6.4,,Chris White,214,351532,Hollywood / English,English,"05 Nov, 2021",Nov 02 2021,107,Alabama preacher's daughter runs off with a touring Christian hair metal band during the summer of 1986.,Electric Jesus,"3,294",Chris White
2673,7.7,,,634,351531,Hollywood / English,English,"05 Nov, 2021",Oct 29 2021,107,"At the height of the Cold War, a troubled soldier forms a forbidden love triangle with a daring fighter pilot and his female comrade amid the dangerous surroundings of a Soviet Air Force Base.

Firebird is a touching love story set in the Soviet Air Force during the Cold War. Sergey, a troubled young private, is counting the days till his military service ends. His life is turned upside down when a daring fighter pilot, Roman arrives at the base. Driven by curiosity, Sergey and Roman navigate the precarious line between love and friendship as a dangerous love triangle forms between them and Luisa, the secretary to the base Commander. Sergey is forced to face his past as Roman's career is endangered and Luisa struggles to keep her family together. As the walls close in, they risk their freedom and their lives in the face of an escalating KGB investigation and the fear of the all-seeing Soviet regime. Based on a true story.",Firebird,"5,420",
2674,,PG,Alex Merkin,310,351530,Hollywood / English,English,"05 Nov, 2021",Nov 19 2021,107,"While everyone is away on a company ski trip, Robert's neighbor hires two inept thieves to steal his latest invention. The neighborhood dogs will use Robert's inventions to set up a house of horrors for the thieves.",Pups Alone,"3,439","Brandon Burrows, Casey DeVargas, Jason Gruich"
2675,6.1,,Astik Dalai,"2,506",351529,Bollywood / Indian,Hindi,"05 Nov, 2021",Oct 08 2021,121,"'Nobel Peace' is a feature film exploring the dangerous social tensions arisen from religious differences and simple differences of opinion which lead to cruel, senseless violence and oppression which in turn leads to further injustices and creates a never-ending cycle of exploitation from both legal authorities as well as illegal groups. Set in a small touristic village in India, we follow the story of Hayan Mir and his friend Aasif Alam long with professor Shlok Manhas. Hayan is a young man desiring to make videos to attract tourists to his village and promote peace. His actions are being misinterpreted as he visits a terrorist camp. Although he eventually gets released after relentless efforts of the professor and his lawyer uncle pleading for his release, the damages caused to everyone involved are priceless and hefty.",Nobel Peace,"16,999",
2676,6.1,R,Neil Jordan,283,371876,Hollywood / English,English,"15 Feb, 2023",Feb 15 2023,110,"In late 1930's Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress.",Marlowe,"3,107","William Monahan, John Banville, Raymond Chandler"
2677,4.7,,Sean Lahiff,"1,455",371943,Hollywood / English,English,"16 Feb, 2023",Dec 01 2022,93,"An
 aspiring documentarian and two conservationists who venture into the 
Outback to record the animals displaced by bushfires where they discover
 a terrifying new species.",Carnifex,"11,702",Shanti Gudgeon
2678,8.1,,Venky Atluri,"1,685",372090,Tollywood,Hindi,"20 Feb, 2023",Feb 17 2023,139,The life of a young man and his struggles against the privatization of education.,Vaathi,"5,336",Venky Atluri
2679,9,,Rohit Dhawan,"13,034",372039,Bollywood / Indian,Hindi,"18 Feb, 2023",Feb 17 2023,142,"Bantu
 is hated by his father Valmiki since he was a toddler. Samara, his boss
 show him affection and love until he discovers that the Jindals are his
 parents. Bantu decides to seek Jindals love and protect them from 
threats they facing.",Shehzada,"36,098","Hussain Dalal, Rohit Dhawan, Trivikram Srinivas"
2680,6.6,TV-14,Simone Stock,761,371877,Hollywood / English,English,"15 Feb, 2023",Feb 11 2023,88,It follows Kara Robinson as she survives an abduction and ultimately brings down a serial killer.,The Girl Who Escaped: The Kara Robinson Story,"7,496",Haley Harris
2681,8.8,,Xavier Manrique,75,371744,Hollywood / English,English,"13 Feb, 2023",Feb 03 2023,101,"Follows
 a New York City family hiding out in the Hamptons whose bubble is 
popped when a Bloody Mary-swilling, pot-smoking 'Charlie' comes to bring
 a lifetime of hurt that might heal them all.",Who Invited Charlie?,"1,737",Nicholas Schutt
2682,5.7,PG-13,Aline Brosh McKenna,"2,715",371760,Hollywood / English,"English,Hindi","13 Feb, 2023",Feb 10 2023,109,"Two
 long-distance best friends change each other's lives when she decides 
to pursue a lifelong dream and he volunteers to keep an eye on her 
teenage son.",Your Place or Mine,"14,711",Aline Brosh McKenna
2683,5,,Bess Wohl,622,371674,Hollywood / English,English,"10 Feb, 2023",Feb 03 2023,93,"The
 tightly scripted world of a vlogger and influencer unravels after she 
becomes a mother, in noted playwright Bess Wohl's feature debut.",Baby Ruby,"9,160",Bess Wohl
2684,2.8,R,D.M. Cunningham,"1,325",351481,Hollywood / English,English,"04 Nov, 2021",Nov 02 2021,91,The lives of ten strangers intersect through a terrifying chain of events as a mutating fungus begins to spread through a small town wiping out everyone that comes into contact with it.,The Spore,"11,539",D.M. Cunningham
2685,7,,Savvas D. Michael,825,351480,Hollywood / English,English,"04 Nov, 2021",Nov 02 2021,98,"In the Bezonians social club in North London, A group of down and outs scheme, plot and dream of becoming rich and breaking out of the monotony of their dreary and financially impotent lives.",The Bezonians,"7,443",Savvas D. Michael
